KU955593.1	29	52	400_1_out_L	24	24	1.21e-09	100.000	100
KU955593.1	360	381	400_2_out_L	22	22	1.49e-08	100.000	100
KU955593.1	659	680	400_3_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	979	1000	400_4_out_L	22	22	1.49e-08	100.000	100
KU955593.1	1415	1394	400_4_out_R	22	22	1.49e-08	100.000	100
KU955593.1	1257	1278	400_5_out_L	22	22	1.49e-08	100.000	100
KU955593.1	1723	1702	400_5_out_R	22	22	1.49e-08	100.000	100
KU955593.1	1540	1561	400_6_out_L	22	22	1.49e-08	100.000	100
KU955593.1	1987	1966	400_6_out_R	22	22	1.49e-08	100.000	100
KU955593.1	1876	1897	400_7_out_L	22	22	1.49e-08	100.000	100
KU955593.1	2629	2608	400_8_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	2445	2466	400_9_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	2924	2903	400_9_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	2748	2769	400_10_out_L	22	22	1.49e-08	100.000	100
KU955593.1	3176	3155	400_10_out_R	22	22	1.49e-08	100.000	100
KU955593.1	3503	3482	400_11_out_R	22	22	1.49e-08	100.000	100
KU955593.1	3335	3356	400_12_out_L	22	22	1.49e-08	100.000	100
KU955593.1	3658	3679	400_13_out_L	22	22	1.49e-08	100.000	100
KU955593.1	3932	3953	400_14_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	4410	4389	400_14_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	4681	4660	400_15_out_R	22	22	1.49e-08	100.000	100
KU955593.1	4543	4564	400_16_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	4987	4966	400_16_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	4852	4873	400_17_out_L**	22	22	1.49e-08	100.000	100
KU955593.1	5137	5158	400_18_out_L**	22	22	1.49e-08	100.000	100
KU955593.1	5462	5483	400_19_out_L	22	22	1.49e-08	100.000	100
KU955593.1	5924	5903	400_19_out_R	22	22	1.49e-08	100.000	100
KU955593.1	5747	5768	400_20_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	6200	6179	400_20_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	6778	6757	400_22_out_R**	22	22	1.49e-08	100.000	100
KU955593.1	7095	7074	400_23_out_R	22	22	1.49e-08	100.000	100
KU955593.1	6961	6982	400_24_out_L**	22	22	1.49e-08	100.000	100
KU955593.1	7416	7395	400_24_out_R**	22	22	1.49e-08	100.000	100
KU955593.1	7231	7252	400_25_out_L**	22	22	1.49e-08	100.000	100
KU955593.1	7707	7686	400_25_out_R**	22	22	1.49e-08	100.000	100
KU955593.1	7994	7973	400_26_out_R	22	22	1.49e-08	100.000	100
KU955593.1	7842	7863	400_27_out_L	22	22	1.49e-08	100.000	100
KU955593.1	8318	8297	400_27_out_R	22	22	1.49e-08	100.000	100
KU955593.1	8168	8189	400_28_out_L	22	22	1.49e-08	100.000	100
KU955593.1	8431	8452	400_29_out_L	22	22	1.49e-08	100.000	100
KU955593.1	8741	8762	400_30_out_L	22	22	1.49e-08	100.000	100
KU955593.1	9053	9074	400_31_out_L	22	22	1.49e-08	100.000	100
KU955593.1	9495	9474	400_31_out_R	22	22	1.49e-08	100.000	100
KU955593.1	9638	9659	400_33_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	10126	10105	400_33_out_R*	22	22	1.49e-08	100.000	100
KU955593.1	9970	9991	400_34_out_L*	22	22	1.49e-08	100.000	100
KU955593.1	10413	10393	400_34_out_R*	22	21	5.64e-08	100.000	95
KU955593.1	10242	10263	400_35_out_L	22	22	1.49e-08	100.000	100
KU955593.1	10669	10648	400_35_out_R	22	22	1.49e-08	100.000	100
